Name,Codename,Cores,Brand,Socket,Process,Clock,Multi,Voltage,Cache L1/L2/L3,TDP,Released
Opteron 146,Venus,1-Core,AMD,939,90 nm,2000 MHz,10.0x,1.4 V,128K / 1024K / 0K,67W,Aug-05
Opteron 146,Venus,1-Core,AMD,939,90 nm,2000 MHz,10.0x,1.4 V,128K / 1024K / 0K,67W,Aug-05
Opteron 146 HE,SledgeHammer,1-Core,AMD,940,130 nm,2000 MHz,10.0x,1.5 V,128K / 1024K / 0K,55W,Feb-04
Opteron 148,SledgeHammer,1-Core,AMD,940,130 nm,2200 MHz,11.0x,1.5 V,128K / 1024K / 0K,89W,Nov-03
Opteron 148,SledgeHammer,1-Core,AMD,940,130 nm,2200 MHz,11.0x,1.5 V,128K / 1024K / 0K,89W,May-04
Opteron 148,Venus,1-Core,AMD,939,90 nm,2200 MHz,11.0x,1.4 V,128K / 1024K / 0K,85W,Aug-05
Opteron 148,Venus,1-Core,AMD,939,90 nm,2200 MHz,11.0x,1.4 V,128K / 1024K / 0K,85W,Aug-05
Opteron 148 HE,Venus,1-Core,AMD,940,90 nm,2200 MHz,11.0x,1.4 V,128K / 1024K / 0K,55W,Dec-04
Opteron 150,Venus,1-Core,AMD,939,90 nm,2400 MHz,12.0x,1.4 V,128K / 1024K / 0K,85W,Aug-05
Opteron 150,Venus,1-Core,AMD,939,90 nm,2400 MHz,12.0x,1.4 V,128K / 1024K / 0K,85W,Aug-05
Opteron 150,SledgeHammer,1-Core,AMD,940,130 nm,2400 MHz,12.0x,1.5 V,128K / 1024K / 0K,89W,May-04
Opteron 152,Venus,1-Core,AMD,939,90 nm,2600 MHz,13.0x,1.4 V,128K / 1024K / 0K,104W,Aug-05
Opteron 152,Venus,1-Core,AMD,939,90 nm,2600 MHz,13.0x,1.4 V,128K / 1024K / 0K,104W,Aug-05
Opteron 154,Venus,1-Core,AMD,939,90 nm,2800 MHz,14.0x,1.4 V,128K / 1024K / 0K,104W,Aug-05
Opteron 156,Venus,1-Core,AMD,939,90 nm,3000 MHz,15.0x,1.4 V,128K / 1024K / 0K,104W,May-05
Opteron 2350 HE,Barcelona,4-Core,AMD,Fr2,65 nm,2000 MHz,10.0x,1.25 V,256K / 2048K / 2048K,79W,Oct-08
Opteron 240,SledgeHammer,1-Core,AMD,940,130 nm,1400 MHz,7.0x,1.55 V,128K / 1024K / 0K,85W,Apr-03
Opteron 240,SledgeHammer,1-Core,AMD,940,130 nm,1400 MHz,7.0x,1.5 V,128K / 1024K / 0K,82W,Aug-03
Opteron 240,SledgeHammer,1-Core,AMD,940,130 nm,1400 MHz,7.0x,1.5 V,128K / 1024K / 0K,82W,May-04
Opteron 240 EE,SledgeHammer,1-Core,AMD,940,130 nm,1400 MHz,7.0x,1.15 V,128K / 1024K / 0K,30W,Feb-04
Opteron 242,SledgeHammer,1-Core,AMD,940,130 nm,1600 MHz,8.0x,1.55 V,128K / 1024K / 0K,85W,Apr-03
Opteron 242,SledgeHammer,1-Core,AMD,940,130 nm,1600 MHz,8.0x,1.5 V,128K / 1024K / 0K,82W,May-04
Opteron 242,SledgeHammer,1-Core,AMD,940,130 nm,1600 MHz,8.0x,1.5 V,128K / 1024K / 0K,82W,Aug-03
Opteron 242,Troy,1-Core,AMD,940,90 nm,1600 MHz,8.0x,1.4 V,128K / 1024K / 0K,85W,Dec-04
Opteron 244,SledgeHammer,1-Core,AMD,940,130 nm,1800 MHz,9.0x,1.55 V,128K / 1024K / 0K,85W,Apr-03
Opteron 244,SledgeHammer,1-Core,AMD,940,130 nm,1800 MHz,9.0x,1.5 V,128K / 1024K / 0K,82W,May-04
Opteron 244,SledgeHammer,1-Core,AMD,940,130 nm,1800 MHz,9.0x,1.5 V,128K / 1024K / 0K,82W,Aug-03
Opteron 244,Troy,1-Core,AMD,940,90 nm,1800 MHz,9.0x,1.4 V,128K / 1024K / 0K,85W,Dec-04
Opteron 246,SledgeHammer,1-Core,AMD,940,130 nm,2000 MHz,10.0x,1.5 V,128K / 1024K / 0K,89W,Aug-03
Opteron 246,Troy,1-Core,AMD,940,90 nm,2000 MHz,10.0x,1.4 V,128K / 1024K / 0K,85W,Dec-04
Opteron 246,Troy,1-Core,AMD,940,90 nm,2000 MHz,10.0x,1.4 V,128K / 1024K / 0K,85W,Dec-04
Opteron 246 HE,SledgeHammer,1-Core,AMD,940,130 nm,2000 MHz,10.0x,1.5 V,128K / 1024K / 0K,55W,Feb-04
Opteron 246 HE,Troy,1-Core,AMD,940,90 nm,2000 MHz,10.0x,1.4 V,128K / 1024K / 0K,55W,Mar-05
Opteron 248,SledgeHammer,1-Core,AMD,940,130 nm,2200 MHz,11.0x,1.5 V,128K / 1024K / 0K,89W,Nov-03
Opteron 248,SledgeHammer,1-Core,AMD,940,130 nm,2200 MHz,11.0x,1.5 V,128K / 1024K / 0K,89W,May-04
Opteron 248,Troy,1-Core,AMD,940,90 nm,2200 MHz,11.0x,1.4 V,128K / 1024K / 0K,85W,Dec-04
Opteron 248,Troy,1-Core,AMD,940,90 nm,2200 MHz,11.0x,1.4 V,128K / 1024K / 0K,85W,Dec-04
Opteron 248 HE,Troy,1-Core,AMD,940,90 nm,2200 MHz,11.0x,1.4 V,128K / 1024K / 0K,55W,Mar-05
Opteron 250,SledgeHammer,1-Core,AMD,940,130 nm,2400 MHz,12.0x,1.5 V,128K / 1024K / 0K,89W,May-04
Opteron 250,Troy,1-Core,AMD,940,90 nm,2400 MHz,12.0x,1.4 V,128K / 1024K / 0K,85W,Dec-04
Opteron 250 HE,Troy,1-Core,AMD,940,90 nm,2400 MHz,12.0x,1.4 V,128K / 1024K / 0K,55W,Mar-05
Opteron 252,Troy,1-Core,AMD,940,90 nm,2600 MHz,13.0x,1.4 V,128K / 1024K / 0K,92W,Feb-05
Opteron 254,Troy,1-Core,AMD,940,90 nm,2800 MHz,14.0x,1.4 V,128K / 1024K / 0K,92W,Aug-05
Opteron 3320 EE,Delhi,4-Core,AMD,AM3+,32 nm,1900 MHz,9.5x,unknown,192K / 4096K / 8192K,25W,Dec-12
Opteron 3350 HE,Delhi,4-Core,AMD,AM3+,32 nm,2800 MHz,14.0x,unknown,192K / 4096K / 8192K,45W,Dec-12
Opteron 3380,Delhi,8-Core,AMD,AM3+,32 nm,2600 MHz,13.0x,unknown,384K / 8192K / 8192K,65W,Dec-12
Opteron 4310 EE,Seoul,4-Core,AMD,C32,32 nm,2200 MHz,11.0x,unknown,192K / 4096K / 8192K,35W,Dec-12
Opteron 4332 HE,Seoul,6-Core,AMD,C32,32 nm,3000 MHz,15.0x,unknown,288K / 6144K / 8192K,65W,Dec-12
Opteron 4334,Seoul,6-Core,AMD,C32,32 nm,3100 MHz,15.5x,unknown,288K / 6144K / 8192K,95W,Dec-12
Opteron 4340,Seoul,6-Core,AMD,C32,32 nm,3500 MHz,17.5x,unknown,288K / 6144K / 8192K,95W,Dec-12
Opteron 4376 HE,Seoul,8-Core,AMD,C32,32 nm,2600 MHz,13.0x,unknown,384K / 8192K / 8192K,65W,Dec-12
Opteron 4386,Seoul,8-Core,AMD,C32,32 nm,3100 MHz,15.5x,unknown,384K / 8192K / 8192K,95W,Dec-12
Opteron 43CX EE,Seoul,4-Core,AMD,C32,32 nm,2200 MHz,11.0x,unknown,192K / 4096K / 8192K,35W,Dec-12
Opteron 43GK HE,Seoul,8-Core,AMD,C32,32 nm,2600 MHz,13.0x,unknown,384K / 8192K / 8192K,65W,Dec-12
Opteron 6168,Magny-Cours,12-Core,AMD,G34,45 nm,1900 MHz,9.5x,1.1875 V,768K / 6144K / 12288K,115W,Mar-10
Opteron 6262 HE,Interlagos,16-Core,AMD,G34,32 nm,1600 MHz,8.0x,unknown,768K / 8196K / 16384K,85W,Nov-11
Opteron 6272,Interlagos,16-Core,AMD,G34,32 nm,2100 MHz,11.0x,unknown,768K / 8196K / 16384K,115W,Nov-11
Opteron 6274,Interlagos,16-Core,AMD,G34,32 nm,2200 MHz,11.0x,unknown,768K / 8196K / 16384K,115W,Nov-11
Opteron 6276,Interlagos,16-Core,AMD,G34,32 nm,2300 MHz,11.5x,unknown,768K / 16384K / 8192K,115W,Nov-11
Opteron 6278,Interlagos,16-Core,AMD,G34,32 nm,2400 MHz,12.0x,unknown,768K / 16384K / 8192K,115W,May-12
Opteron 6282 SE,Interlagos,16-Core,AMD,G34,32 nm,2600 MHz,13.0x,unknown,768K / 16384K / 8192K,140W,Nov-11
Opteron 6284 SE,Interlagos,16-Core,AMD,G34,32 nm,2700 MHz,13.5x,unknown,768K / 16384K / 8192K,140W,May-12
Opteron 6348,Abu Dhabi,12-Core,AMD,G34,32 nm,2800 MHz,14.0x,unknown,576K / 12288K / 8192K,115W,Nov-12
Opteron 6366 HE,Abu Dhabi,16-Core,AMD,G34,32 nm,1800 MHz,9.0x,unknown,768K / 16384K / 8192K,85W,Nov-12
Opteron 6376,Abu Dhabi,16-Core,AMD,G34,32 nm,2300 MHz,11.5x,unknown,768K / 16384K / 8192K,115W,Nov-12
Opteron 6378,Abu Dhabi,16-Core,AMD,G34,32 nm,2400 MHz,12.0x,unknown,768K / 16384K / 8192K,115W,Nov-12
Opteron 6380,Abu Dhabi,16-Core,AMD,G34,32 nm,2500 MHz,12.5x,unknown,768K / 16384K / 8192K,115W,Nov-12
Opteron 6386 SE,Abu Dhabi,16-Core,AMD,G34,32 nm,2800 MHz,14.0x,unknown,768K / 16384K / 8192K,140W,Nov-12
Opteron 840,SledgeHammer,1-Core,AMD,940,130 nm,1400 MHz,7.0x,1.55 V,128K / 1024K / 0K,85W,Jun-03
Opteron 840,SledgeHammer,1-Core,AMD,940,130 nm,1400 MHz,7.0x,1.5 V,128K / 1024K / 0K,82W,Sep-03
Opteron 840,SledgeHammer,1-Core,AMD,940,130 nm,1400 MHz,7.0x,1.5 V,128K / 1024K / 0K,82W,May-04
Opteron 840 EE,SledgeHammer,1-Core,AMD,940,130 nm,1400 MHz,7.0x,1.15 V,128K / 1024K / 0K,30W,May-04
Opteron 842,SledgeHammer,1-Core,AMD,940,130 nm,1600 MHz,8.0x,1.5 V,128K / 1024K / 0K,82W,May-04
Opteron 842,Athens,1-Core,AMD,940,90 nm,1600 MHz,8.0x,1.4 V,128K / 1024K / 0K,85W,Dec-04
Opteron 842,SledgeHammer,1-Core,AMD,940,130 nm,1600 MHz,8.0x,1.5 V,128K / 1024K / 0K,82W,Sep-03
Opteron 842,SledgeHammer,1-Core,AMD,940,130 nm,1600 MHz,8.0x,1.55 V,128K / 1024K / 0K,85W,Jun-03
Opteron 844,SledgeHammer,1-Core,AMD,940,130 nm,1800 MHz,9.0x,1.55 V,128K / 1024K / 0K,85W,Jun-03
Opteron 844,SledgeHammer,1-Core,AMD,940,130 nm,1800 MHz,9.0x,1.5 V,128K / 1024K / 0K,82W,May-04
Opteron 844,SledgeHammer,1-Core,AMD,940,130 nm,1800 MHz,9.0x,1.5 V,128K / 1024K / 0K,82W,Sep-03
Opteron 844,Athens,1-Core,AMD,940,90 nm,1800 MHz,9.0x,1.4 V,128K / 1024K / 0K,85W,Dec-04
Opteron 846,Athens,1-Core,AMD,940,90 nm,2000 MHz,10.0x,1.4 V,128K / 1024K / 0K,85W,Dec-04
Opteron 846,Athens,1-Core,AMD,940,90 nm,2000 MHz,10.0x,1.4 V,128K / 1024K / 0K,85W,Dec-04
Opteron 846,SledgeHammer,1-Core,AMD,940,130 nm,2000 MHz,10.0x,1.5 V,128K / 1024K / 0K,89W,Sep-03
Opteron 846 HE,Athens,1-Core,AMD,940,90 nm,2000 MHz,10.0x,1.4 V,128K / 1024K / 0K,55W,Mar-05
Opteron 846 HE,SledgeHammer,1-Core,AMD,940,130 nm,2000 MHz,10.0x,1.5 V,128K / 1024K / 0K,55W,May-04
Opteron 848,SledgeHammer,1-Core,AMD,940,130 nm,2200 MHz,11.0x,1.5 V,128K / 1024K / 0K,89W,May-04
Opteron 848,Athens,1-Core,AMD,940,90 nm,2200 MHz,11.0x,1.4 V,128K / 1024K / 0K,85W,Dec-04
Opteron 848,SledgeHammer,1-Core,AMD,940,130 nm,2200 MHz,11.0x,1.5 V,128K / 1024K / 0K,89W,Nov-03
Opteron 848 HE,Athens,1-Core,AMD,940,90 nm,2200 MHz,11.0x,1.4 V,128K / 1024K / 0K,55W,Mar-05
Opteron 850,SledgeHammer,1-Core,AMD,940,130 nm,2400 MHz,12.0x,1.5 V,128K / 1024K / 0K,89W,May-04
Opteron 850,Athens,1-Core,AMD,940,90 nm,2400 MHz,12.0x,1.4 V,128K / 1024K / 0K,85W,Dec-04
Opteron 850 HE,Athens,1-Core,AMD,940,90 nm,2400 MHz,12.0x,1.4 V,128K / 1024K / 0K,55W,Mar-05
Opteron 852,Athens,1-Core,AMD,940,90 nm,2600 MHz,13.0x,1.4 V,128K / 1024K / 0K,92W,Feb-05
Opteron 854,Athens,1-Core,AMD,940,90 nm,2800 MHz,14.0x,1.4 V,128K / 1024K / 0K,92W,Aug-05
Opteron 856,Athens,1-Core,AMD,940,90 nm,3000 MHz,15.0x,1.4 V,128K / 1024K / 0K,92W,Apr-06
Opteron X2 165,Denmark,2-Core,AMD,939,90 nm,1800 MHz,9.0x,1.35 V,128K / 1024K / 0K,110W,Aug-05
Opteron X2 170,Denmark,2-Core,AMD,939,90 nm,2000 MHz,10.0x,1.35 V,128K / 1024K / 0K,110W,Aug-05
Opteron X2 175,Denmark,2-Core,AMD,939,90 nm,2200 MHz,11.0x,1.35 V,128K / 1024K / 0K,110W,Aug-05
Opteron X2 180,Denmark,2-Core,AMD,939,90 nm,2400 MHz,12.0x,1.35 V,128K / 1024K / 0K,110W,Sep-05
Opteron X2 185,Denmark,2-Core,AMD,939,90 nm,2600 MHz,13.0x,1.35 V,128K / 1024K / 0K,110W,Mar-06
Opteron X2 260 HE,Italy,2-Core,AMD,940,90 nm,1600 MHz,8.0x,1.35 V,128K / 1024K / 0K,55W,Aug-05
Opteron X2 265,Italy,2-Core,AMD,940,90 nm,1800 MHz,9.0x,1.35 V,128K / 1024K / 0K,95W,May-05
Opteron X2 265 HE,Italy,2-Core,AMD,940,90 nm,1800 MHz,9.0x,1.35 V,128K / 1024K / 0K,55W,Aug-05
Opteron X2 270,Italy,2-Core,AMD,940,90 nm,2000 MHz,10.0x,1.35 V,128K / 1024K / 0K,95W,May-05
Opteron X2 270 HE,Italy,2-Core,AMD,940,90 nm,2000 MHz,10.0x,1.35 V,128K / 1024K / 0K,55W,Dec-05
Opteron X2 275,Italy,2-Core,AMD,940,90 nm,2200 MHz,11.0x,1.35 V,128K / 1024K / 0K,95W,May-05
Opteron X2 275 HE,Italy,2-Core,AMD,940,90 nm,2200 MHz,11.0x,1.35 V,128K / 1024K / 0K,55W,Feb-06
Opteron X2 280,Italy,2-Core,AMD,940,90 nm,2400 MHz,12.0x,1.35 V,128K / 1024K / 0K,95W,Sep-05
Opteron X2 285,Italy,2-Core,AMD,940,90 nm,2600 MHz,13.0x,1.35 V,128K / 1024K / 0K,95W,Mar-06
Opteron X2 290,Italy,2-Core,AMD,940,90 nm,2800 MHz,14.0x,1.35 V,128K / 1024K / 0K,95W,Jan-06
Opteron X2 860 HE,Egypt,2-Core,AMD,940,90 nm,1600 MHz,8.0x,1.35 V,128K / 1024K / 0K,55W,Aug-05
Opteron X2 865,Egypt,2-Core,AMD,940,90 nm,1800 MHz,9.0x,1.35 V,128K / 1024K / 0K,95W,Sep-05
Opteron X2 865 HE,Egypt,2-Core,AMD,940,90 nm,1800 MHz,9.0x,1.35 V,128K / 1024K / 0K,55W,Aug-05
Opteron X2 870,Egypt,2-Core,AMD,940,90 nm,2000 MHz,10.0x,1.35 V,128K / 1024K / 0K,95W,Sep-05
Opteron X2 870 HE,Egypt,2-Core,AMD,940,90 nm,2000 MHz,10.0x,1.35 V,128K / 1024K / 0K,55W,Dec-05
Opteron X2 875,Egypt,2-Core,AMD,940,90 nm,2200 MHz,11.0x,1.35 V,128K / 1024K / 0K,95W,Sep-05
Opteron X2 875 HE,Egypt,2-Core,AMD,940,90 nm,2200 MHz,11.0x,1.35 V,128K / 1024K / 0K,55W,Feb-06
Opteron X2 880,Egypt,2-Core,AMD,940,90 nm,2400 MHz,12.0x,1.35 V,128K / 1024K / 0K,95W,Sep-05
Opteron X2 885,Egypt,2-Core,AMD,940,90 nm,2600 MHz,13.0x,1.35 V,128K / 1024K / 0K,95W,Mar-06
Opteron X2 890,Egypt,2-Core,AMD,940,90 nm,2800 MHz,14.0x,1.35 V,128K / 1024K / 0K,95W,Mar-06
Pentium 350,Sandy Bridge,2-Core,Intel,1155,32 nm,1200 MHz,12.0x,unknown,64K / 256K / 3072K,15W,Nov-11
Pentium 4 1.3,Willamette,1-Core,Intel,478,180 nm,1300 MHz,13.0x,1.75 V,8K / 256K / 0K,52W,Jan-01
Pentium 4 1.4,Willamette,1-Core,Intel,423,180 nm,1400 MHz,14.0x,1.75 V,8K / 256K / 0K,55W,Nov-00
Pentium 4 1.4,Willamette,1-Core,Intel,478,180 nm,1400 MHz,14.0x,1.75 V,8K / 256K / 0K,55W,Aug-01
Pentium 4 1.5,Willamette,1-Core,Intel,423,180 nm,1500 MHz,15.0x,1.75 V,8K / 256K / 0K,58W,Nov-00
Pentium 4 1.5,Willamette,1-Core,Intel,478,180 nm,1500 MHz,15.0x,1.75 V,8K / 256K / 0K,58W,Aug-01
Pentium 4 1.6,Willamette,1-Core,Intel,423,180 nm,1600 MHz,16.0x,1.75 V,8K / 256K / 0K,61W,Jul-01
Pentium 4 1.6,Willamette,1-Core,Intel,478,180 nm,1600 MHz,16.0x,1.75 V,8K / 256K / 0K,61W,Aug-01
Pentium 4 1.7,Willamette,1-Core,Intel,423,180 nm,1700 MHz,17.0x,1.75 V,8K / 256K / 0K,64W,Apr-01
Pentium 4 1.7,Willamette,1-Core,Intel,478,180 nm,1700 MHz,17.0x,1.75 V,8K / 256K / 0K,64W,Aug-01
Pentium 4 1.80,Willamette,1-Core,Intel,478,180 nm,1800 MHz,18.0x,1.75 V,8K / 256K / 0K,67W,Aug-01
Pentium 4 1.8A,Willamette,1-Core,Intel,423,180 nm,1800 MHz,18.0x,1.75 V,8K / 256K / 0K,67W,Jul-01
Pentium 4 1.9,Willamette,1-Core,Intel,423,180 nm,1900 MHz,19.0x,1.75 V,8K / 256K / 0K,69W,Aug-01
Pentium 4 1.9,Willamette,1-Core,Intel,478,180 nm,1900 MHz,19.0x,1.75 V,8K / 256K / 0K,69W,Aug-01
Pentium 4 2.0,Northwood,1-Core,Intel,478,130 nm,2000 MHz,15.0x,1.5 V,8K / 512K / 0K,110W,Jan-01
Pentium 4 2.0,Northwood,1-Core,Intel,478,130 nm,2000 MHz,20.0x,1.5 V,8K / 512K / 0K,92W,Jan-02
Pentium 4 2.0,Willamette,1-Core,Intel,423,180 nm,2000 MHz,20.0x,1.75 V,8K / 256K / 0K,72W,Aug-01
Pentium 4 2.0,Willamette,1-Core,Intel,478,180 nm,2000 MHz,20.0x,1.75 V,8K / 256K / 0K,72W,Aug-01
Pentium 4 2.2,Northwood,1-Core,Intel,478,130 nm,2200 MHz,22.0x,1.5 V,8K / 512K / 0K,92W,Jan-02
Pentium 4 2.26,Northwood,1-Core,Intel,478,130 nm,2261 MHz,17.0x,1.5 V,8K / 512K / 0K,110W,Jan-02
Pentium 4 2.4,Northwood,1-Core,Intel,478,130 nm,2400 MHz,18.0x,1.5 V,8K / 512K / 0K,110W,Apr-02
Pentium 4 2.4,Northwood,1-Core,Intel,478,130 nm,2400 MHz,24.0x,1.5 V,8K / 512K / 0K,92W,May-02
Pentium 4 2.40,Prescott,1-Core,Intel,478,90 nm,2400 MHz,18.0x,1.525 V,16K / 1024K / 0K,110W,Mar-04
Pentium 4 2.53,Northwood,1-Core,Intel,478,130 nm,2527 MHz,19.0x,1.5 V,8K / 512K / 0K,110W,May-02
Pentium 4 2.60,Northwood,1-Core,Intel,478,130 nm,2600 MHz,26.0x,1.5 V,8K / 512K / 0K,92W,Aug-02
Pentium 4 2.66,Northwood,1-Core,Intel,478,130 nm,2660 MHz,20.0x,1.5 V,8K / 512K / 0K,110W,Aug-02
Pentium 4 2.80,Northwood,1-Core,Intel,478,130 nm,2793 MHz,21.0x,1.5 V,8K / 512K / 0K,110W,Aug-02
Pentium 4 505,Prescott,1-Core,Intel,775,90 nm,2660 MHz,20.0x,1.388 V,16K / 1024K / 0K,84W,Dec-04
Pentium 4 505J,Prescott,1-Core,Intel,775,90 nm,2660 MHz,20.0x,1.388 V,16K / 1024K / 0K,84W,Dec-04
Pentium 4 506,Prescott,1-Core,Intel,775,90 nm,2660 MHz,20.0x,1.4 V,16K / 1024K / 0K,84W,Jun-05
Pentium 4 506,Prescott,1-Core,Intel,775,90 nm,2660 MHz,20.0x,1.4 V,16K / 1024K / 0K,84W,Jun-05
Pentium 4 506,Prescott,1-Core,Intel,775,90 nm,2660 MHz,20.0x,1.4 V,16K / 1024K / 0K,84W,Jun-05
Pentium 4 511,Prescott,1-Core,Intel,775,90 nm,2800 MHz,21.0x,1.4 V,16K / 1024K / 0K,84W,Jan-05
Pentium 4 511,Prescott,1-Core,Intel,775,90 nm,2800 MHz,21.0x,1.4 V,16K / 1024K / 0K,84W,Jan-05
Pentium 4 511,Prescott,1-Core,Intel,775,90 nm,2800 MHz,21.0x,1.4 V,16K / 1024K / 0K,84W,Jan-05
Pentium 4 519,Prescott,1-Core,Intel,775,90 nm,3060 MHz,23.0x,1.388 V,16K / 1024K / 0K,84W,Dec-04
Pentium 4 519K,Prescott,1-Core,Intel,775,90 nm,3060 MHz,23.0x,1.4 V,16K / 1024K / 0K,84W,Jan-05
Pentium 4 519K,Prescott,1-Core,Intel,775,90 nm,3060 MHz,23.0x,1.4 V,16K / 1024K / 0K,84W,Jan-05
Pentium 4 HT 2.40,Northwood,1-Core,Intel,478,130 nm,2400 MHz,12.0x,1.4 V,8K / 512K / 0K,66W,May-03
Pentium 4 HT 2.60,Northwood,1-Core,Intel,478,130 nm,2600 MHz,13.0x,1.5 V,8K / 512K / 0K,69W,May-03
Pentium 4 HT 2.80,Northwood,1-Core,Intel,478,130 nm,2800 MHz,14.0x,1.4 V,8K / 512K / 0K,70W,May-03
Pentium 4 HT 2.8E,Prescott,1-Core,Intel,478,90 nm,2800 MHz,14.0x,1.425 V,16K / 1024K / 0K,115W,Feb-04
Pentium 4 HT 3.00,Northwood,1-Core,Intel,478,130 nm,3000 MHz,15.0x,1.4 V,8K / 512K / 0K,82W,Apr-03
Pentium 4 HT 3.06,Northwood,1-Core,Intel,478,130 nm,3060 MHz,23.0x,1.5 V,8K / 512K / 0K,110W,Jun-03
Pentium 4 HT 3.0E,Prescott,1-Core,Intel,478,90 nm,3000 MHz,15.0x,1.425 V,16K / 1024K / 0K,115W,Feb-04
Pentium 4 HT 3.20,Northwood,1-Core,Intel,478,130 nm,3200 MHz,16.0x,1.4 V,8K / 512K / 0K,82W,Jun-03
Pentium 4 HT 3.2E,Prescott,1-Core,Intel,478,90 nm,3200 MHz,16.0x,1.425 V,16K / 1024K / 0K,115W,Feb-04
Pentium 4 HT 3.40,Northwood,1-Core,Intel,478,130 nm,3400 MHz,17.0x,1.4 V,8K / 512K / 0K,89W,Feb-04
Pentium 4 HT 3.4E,Prescott,1-Core,Intel,478,90 nm,3400 MHz,17.0x,1.425 V,16K / 1024K / 0K,115W,Apr-04
Pentium 4 HT 3.6E,Prescott,1-Core,Intel,478,90 nm,3600 MHz,18.0x,1.425 V,16K / 1024K / 0K,115W,Aug-04
Pentium 4 HT 515,Prescott,1-Core,Intel,775,90 nm,2933 MHz,22.0x,1.388 V,16K / 1024K / 0K,84W,Jan-01
Pentium 4 HT 515,Prescott,1-Core,Intel,775,90 nm,2933 MHz,22.0x,1.388 V,16K / 1024K / 0K,84W,Jan-01
Pentium 4 HT 516,Prescott,1-Core,Intel,775,90 nm,2933 MHz,22.0x,1.4 V,16K / 1024K / 0K,84W,Jan-01
Pentium 4 HT 516,Prescott,1-Core,Intel,775,90 nm,2933 MHz,22.0x,1.4 V,16K / 1024K / 0K,84W,Jan-01
Pentium 4 HT 517,Prescott,1-Core,Intel,775,90 nm,2933 MHz,22.0x,1.4 V,16K / 1024K / 0K,84W,Jan-01
Pentium 4 HT 517,Prescott,1-Core,Intel,775,90 nm,2933 MHz,22.0x,1.4 V,16K / 1024K / 0K,84W,Jan-01
Pentium 4 HT 520,Prescott,1-Core,Intel,775,90 nm,2800 MHz,14.0x,1.425 V,16K / 1024K / 0K,84W,Jun-04
Pentium 4 HT 520,Prescott,1-Core,Intel,775,90 nm,2800 MHz,21.0x,1.4 V,16K / 1024K / 0K,84W,Jun-04
Pentium 4 HT 520,Prescott,1-Core,Intel,775,90 nm,2800 MHz,21.0x,1.4 V,16K / 1024K / 0K,84W,Jun-04
Pentium 4 HT 520,Prescott,1-Core,Intel,775,90 nm,2933 MHz,22.0x,1.4 V,16K / 1024K / 0K,84W,Jun-04
Pentium 4 HT 521,Prescott,1-Core,Intel,775,90 nm,2800 MHz,14.0x,1.425 V,16K / 1024K / 0K,84W,Jun-05
Pentium 4 HT 524,Prescott,1-Core,Intel,775,90 nm,3060 MHz,23.0x,1.4 V,16K / 1024K / 0K,84W,Jan-01
Pentium 4 HT 524,Prescott,1-Core,Intel,775,90 nm,3060 MHz,23.0x,1.4 V,16K / 1024K / 0K,84W,Jan-01
Pentium 4 HT 530,Prescott,1-Core,Intel,775,90 nm,3000 MHz,15.0x,1.425 V,16K / 1024K / 0K,84W,Jun-04
Pentium 4 HT 531,Prescott,1-Core,Intel,775,90 nm,3000 MHz,15.0x,1.425 V,16K / 1024K / 0K,84W,Jun-05
Pentium 4 HT 540,Prescott,1-Core,Intel,775,90 nm,3200 MHz,16.0x,1.425 V,16K / 1024K / 0K,84W,Jun-04
Pentium 4 HT 541,Prescott,1-Core,Intel,775,90 nm,3200 MHz,16.0x,1.425 V,16K / 1024K / 0K,84W,Jun-05
Pentium 4 HT 550,Prescott,1-Core,Intel,775,90 nm,3400 MHz,17.0x,1.425 V,16K / 1024K / 0K,115W,Jun-04
Pentium 4 HT 551,Prescott,1-Core,Intel,775,90 nm,3400 MHz,17.0x,1.425 V,16K / 1024K / 0K,115W,Jun-05
Pentium 4 HT 560,Prescott,1-Core,Intel,775,90 nm,3600 MHz,18.0x,1.425 V,16K / 1024K / 0K,115W,Jun-04
Pentium 4 HT 561,Prescott,1-Core,Intel,775,90 nm,3600 MHz,18.0x,1.425 V,16K / 1024K / 0K,115W,Jun-05
Pentium 4 HT 570,Prescott,1-Core,Intel,775,90 nm,3800 MHz,19.0x,1.425 V,16K / 1024K / 0K,115W,Jun-04
Pentium 4 HT 571,Prescott,1-Core,Intel,775,90 nm,3800 MHz,19.0x,1.425 V,16K / 1024K / 0K,115W,Jun-05
Pentium 4 HT 620,Prescott,1-Core,Intel,775,90 nm,2800 MHz,14.0x,1.388 V,28K / 2048K / 0K,84W,Feb-05
Pentium 4 HT 630,Prescott,1-Core,Intel,775,90 nm,3000 MHz,15.0x,1.388 V,28K / 2048K / 0K,84W,Feb-05
Pentium 4 HT 631,Cedar Mill,1-Core,Intel,775,65 nm,3000 MHz,15.0x,1.325 V,28K / 2048K / 0K,86W,Jan-06
Pentium 4 HT 640,Prescott,1-Core,Intel,775,90 nm,3200 MHz,16.0x,1.388 V,28K / 2048K / 0K,84W,Feb-05
Pentium 4 HT 641,Cedar Mill,1-Core,Intel,775,65 nm,3200 MHz,16.0x,1.325 V,28K / 2048K / 0K,86W,Jan-06
Pentium 4 HT 650,Prescott,1-Core,Intel,775,90 nm,3400 MHz,17.0x,1.388 V,28K / 2048K / 0K,84W,Feb-05
